SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
ADANIENT,EQ,30-Aug-22,3142.6,3165,3263.1,3161,3192.6,3194.35,3211.12,4392183,14103846959,119357,1414525,32.21
ADANIENT,EQ,1-Sep-22,3194.35,3200,3245,3184.4,3237,3233.25,3216.37,1880363,6047942600,69275,289521,15.4
ADANIENT,EQ,2-Sep-22,3233.25,3261,3369.4,3225,3352,3355.8,3313.01,4835905,16021396031,183660,483245,9.99
ADANIENT,EQ,5-Sep-22,3355.8,3374.1,3431.8,3313,3350,3346.55,3373.03,3686950,12436190881,146740,526338,14.28
ADANIENT,EQ,6-Sep-22,3346.55,3370,3447.6,3355,3436,3435.8,3411.82,2580772,8805133604,108547,275568,10.68
ADANIENT,EQ,7-Sep-22,3435.8,3435.8,3487.95,3406.1,3474.5,3473.75,3458.14,2188110,7566793593,86977,276338,12.63
ADANIENT,EQ,8-Sep-22,3473.75,3499,3501.5,3450,3462.5,3462.8,3470.02,1560414,5414671914,52110,547499,35.09
ADANIENT,EQ,9-Sep-22,3462.8,3479,3507.95,3415.15,3450,3451.2,3467.05,1614634,5598014814,66777,447713,27.73
ADANIENT,EQ,12-Sep-22,3451.2,3465,3495.5,3457.9,3465,3463.8,3471.93,1647756,5720891709,43847,584405,35.47
ADANIENT,EQ,13-Sep-22,3463.8,3478,3568.9,3421.3,3560.1,3555.8,3503.77,3479669,12191958176,122343,1015460,29.18
ADANIENT,EQ,14-Sep-22,3555.8,3518,3608,3511,3573,3572.1,3576.87,2740337,9801841663,94965,834088,30.44
ADANIENT,EQ,15-Sep-22,3572.1,3590,3767.95,3575,3750.6,3748.7,3677.96,4716688,17347788162,155826,1045019,22.16
ADANIENT,EQ,16-Sep-22,3748.7,3755,3866.95,3614.6,3705,3702.2,3741.06,5687429,21276990932,210607,1094444,19.24
ADANIENT,EQ,19-Sep-22,3702.2,3718.95,3801.95,3680.75,3780.5,3778.65,3762.56,3092486,11635650086,120209,728339,23.55
ADANIENT,EQ,20-Sep-22,3778.65,3819,3885,3812,3819,3834.55,3845.9,3338704,12840324171,116980,1022253,30.62
ADANIENT,EQ,21-Sep-22,3834.55,3837.65,3862.8,3571.25,3640,3640.1,3686.35,6089846,22449331472,227558,1109801,18.22
ADANIENT,EQ,22-Sep-22,3640.1,3639,3735.95,3608.05,3725,3716.3,3688.15,3490772,12874501725,134542,658445,18.86
ADANIENT,EQ,23-Sep-22,3716.3,3732,3737.9,3655,3663,3674.3,3696.89,3001474,11096130276,104208,591197,19.7
ADANIENT,EQ,26-Sep-22,3674.3,3646.3,3658,3532,3561.95,3586.2,3598.74,3123908,11242145958,122902,640947,20.52
ADANIENT,EQ,27-Sep-22,3586.2,3596,3629.55,3485.85,3566,3559.1,3556.17,3546332,12611349785,121229,757226,24.31
ADANIENT,EQ,28-Sep-22,3559.1,3528,3596.95,3503,3540,3548.75,3555.21,2259832,8034173600,76568,531095,23.5
ADANIENT,EQ,29-Sep-22,3548.75,3583.5,3664.75,3443.6,3456,3470.7,3495.25,15060223,52639273203,154930,9162374,60.84
ADANIENT,EQ,30-Sep-22,3470.7,3447.95,3523.8,3371.1,3440,3455.75,3457.64,4307707,14894516057,143905,773540,17.96
ADANIENT,BL,3-Oct-22,2698.4,3455.75,3455.75,3455.75,3455.75,3455.75,3455.75,359712,1243074744,1,-,-
ADANIENT,EQ,3-Oct-22,3455.75,3440,3460.05,3110.2,3164.75,3157.3,3239.55,7578847,24552075642,242309,1392303,18.37
ADANIENT,EQ,4-Oct-22,3157.3,3230,3291.2,3125,3229,3237.7,3229.86,5642467,18224362149,206194,577924,10.24
ADANIENT,EQ,6-Oct-22,3237.7,3270,3318.8,3208.05,3287,3285,3269.85,2845165,9303269963,106184,488239,17.16
ADANIENT,EQ,7-Oct-22,3285,3280,3310.95,3228.15,3279,3277.6,3269.68,1930275,6311383918,65403,342833,17.76
ADANIENT,EQ,10-Oct-22,3277.6,3234,3278.75,3214.35,3253,3246.25,3250.34,1590792,5170607524,64438,325060,20.43
ADANIENT,BL,11-Oct-22,3455.75,3246.25,3246.25,3246.25,3246.25,3246.25,3246.25,359499,1167023629,1,-,-
ADANIENT,EQ,11-Oct-22,3246.25,3257.55,3338,3249,3274,3273.95,3299.63,2544394,8395552195,98321,596048,23.43
ADANIENT,EQ,12-Oct-22,3273.95,3297,3297,3145,3228,3223.65,3207.73,2972601,9535297729,123910,397904,13.39
ADANIENT,EQ,13-Oct-22,3223.65,3218,3262.8,3189,3228,3233.65,3226.46,1840193,5937308018,67694,334612,18.18
