"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HINDCON","EQ","11-Oct-2022","         91.30","         96.00","         96.00","         90.20","         91.00","         90.60","         92.44","      35484","             3280125.00","        923","      22812","         64.29"
